20160101000000,253756161,23.0000000000,1
20160101010000,253756161,23.0000000000,1
20160101020000,253756161,23.0000000000,1
20160101030000,253756161,23.0000000000,1
20160101040000,253756161,23.0000000000,1
20160101050000,253756161,23.0000000000,1
20160101060000,253756161,23.0000000000,1
20160101070000,253756161,23.0000000000,1
20160101080000,253756161,23.0000000000,1
20160101090000,253756161,23.0000000000,1
20160101100000,253756161,23.0000000000,1
20160101110000,253756161,23.0000000000,1
20160101120000,253756161,23.0000000000,1
20160101130000,253756161,23.0000000000,1
20160101140000,253756161,23.0000000000,1
20160101150000,253756161,23.0000000000,1
20160101160000,253756161,23.0000000000,1
20160101170000,253756161,23.0000000000,1
20160101180000,253756161,23.0000000000,1
20160101190000,253756161,23.0000000000,1
20160101200000,253756161,23.0000000000,1
20160101210000,253756161,23.0000000000,1
20160101220000,253756161,23.0000000000,1
20160101230000,253756161,23.0000000000,1
20160102000000,253756161,23.0000000000,1
20160102010000,253756161,23.0000000000,1
20160102020000,253756161,23.0000000000,1
20160102030000,253756161,23.0000000000,1
20160102040000,253756161,23.0000000000,1
20160102050000,253756161,23.0000000000,1
20160102060000,253756161,23.0000000000,1
20160102070000,253756161,23.0000000000,1
20160102080000,253756161,24.0000000000,1
20160102090000,253756161,24.0000000000,1
20160102100000,253756161,24.0000000000,1
20160102110000,253756161,24.0000000000,1
20160102120000,253756161,24.0000000000,1
20160102130000,253756161,24.0000000000,1
20160102140000,253756161,24.0000000000,1
20160102150000,253756161,24.0000000000,1
20160102160000,253756161,24.0000000000,1
20160102170000,253756161,24.0000000000,1
20160102180000,253756161,24.0000000000,1
20160102190000,253756161,24.0000000000,1
20160102200000,253756161,24.0000000000,1
20160102210000,253756161,24.0000000000,1
20160102220000,253756161,23.0000000000,1
20160102230000,253756161,23.0000000000,1
20160103000000,253756161,23.0000000000,1
20160103010000,253756161,23.0000000000,1
20160103020000,253756161,23.0000000000,1
20160103030000,253756161,23.0000000000,1
20160103040000,253756161,23.0000000000,1
20160103050000,253756161,23.0000000000,1
20160103060000,253756161,23.0000000000,1
20160103070000,253756161,23.0000000000,1
20160103080000,253756161,24.0000000000,1
20160103090000,253756161,24.0000000000,1
20160103100000,253756161,24.0000000000,1
20160103110000,253756161,24.0000000000,1
20160103120000,253756161,24.0000000000,1
20160103130000,253756161,24.0000000000,1
20160103140000,253756161,24.0000000000,1
20160103150000,253756161,24.0000000000,1
20160103160000,253756161,24.0000000000,1
20160103170000,253756161,24.0000000000,1
20160103180000,253756161,24.0000000000,1
20160103190000,253756161,24.0000000000,1
20160103200000,253756161,24.0000000000,1
20160103210000,253756161,24.0000000000,1
20160103220000,253756161,24.0000000000,1
20160103230000,253756161,23.0000000000,1
20160104000000,253756161,23.0000000000,1
20160104010000,253756161,23.0000000000,1
20160104020000,253756161,23.0000000000,1
20160104030000,253756161,23.0000000000,1
20160104040000,253756161,23.0000000000,1
20160104050000,253756161,23.0000000000,1
20160104060000,253756161,23.0000000000,1
20160104070000,253756161,23.0000000000,1
20160104080000,253756161,24.0000000000,1
20160104090000,253756161,24.0000000000,1
20160104100000,253756161,24.0000000000,1
20160104110000,253756161,24.0000000000,1
20160104120000,253756161,24.0000000000,1
20160104130000,253756161,24.0000000000,1
20160104140000,253756161,24.0000000000,1
20160104150000,253756161,24.0000000000,1
20160104160000,253756161,24.0000000000,1
20160104170000,253756161,24.0000000000,1
20160104180000,253756161,24.0000000000,1
20160104190000,253756161,24.0000000000,1
20160104200000,253756161,24.0000000000,1
20160104210000,253756161,24.0000000000,1
20160104220000,253756161,24.0000000000,1
20160104230000,253756161,24.0000000000,1
20160105000000,253756161,24.0000000000,1
20160105010000,253756161,24.0000000000,1
20160105020000,253756161,24.0000000000,1
20160105030000,253756161,24.0000000000,1
20160105040000,253756161,24.0000000000,1
20160105050000,253756161,24.0000000000,1
20160105060000,253756161,24.0000000000,1
20160105070000,253756161,24.0000000000,1
20160105080000,253756161,25.0000000000,1
20160105090000,253756161,25.0000000000,1
20160105100000,253756161,25.0000000000,1
20160105110000,253756161,25.0000000000,1
20160105120000,253756161,25.0000000000,1
20160105130000,253756161,25.0000000000,1
20160105140000,253756161,25.0000000000,1
20160105150000,253756161,25.0000000000,1
20160105160000,253756161,25.0000000000,1
20160105170000,253756161,25.0000000000,1
20160105180000,253756161,25.0000000000,1
20160105190000,253756161,25.0000000000,1
20160105200000,253756161,25.0000000000,1
20160105210000,253756161,25.0000000000,1
20160105220000,253756161,25.0000000000,1
20160105230000,253756161,24.0000000000,1
20160106000000,253756161,24.0000000000,1
20160106010000,253756161,24.0000000000,1
20160106020000,253756161,24.0000000000,1
20160106030000,253756161,24.0000000000,1
20160106040000,253756161,24.0000000000,1
20160106050000,253756161,24.0000000000,1
20160106060000,253756161,24.0000000000,1
20160106070000,253756161,24.0000000000,1
20160106080000,253756161,25.0000000000,1
20160106090000,253756161,25.0000000000,1
20160106100000,253756161,25.0000000000,1
20160106110000,253756161,25.0000000000,1
20160106120000,253756161,25.0000000000,1
